Make,Model,Accident.Number,Event.Id,Aircraft.Category,Engine.Type,Number.of.Engines,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Event.Date,Year,Purpose.of.flight,Weather.Condition,Aircraft.damage,Broad.phase.of.flight,total_accidents,fatality_rate,Safety_Score
Mooney,M20E,WPR18FA112,20180326X54912,Airplane,Reciprocating,1.0,1.0,0.0,0.0,0.0,2018-03-26,2018,Personal,VMC,Destroyed,,25,0.04,96.0
Anderson Darrell L,Starduster Too,GAA18CA180,20180327X10718,Airplane,Reciprocating,1.0,0.0,1.0,0.0,0.0,2018-03-26,2018,Personal,VMC,Substantial,,1,0.0,100.0
Champion,7Gc,ANC18LA030,20180328X81341,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2018-03-26,2018,Personal,VMC,Substantial,,6,0.0,100.0
Schweizer Aircraft Corp,G 164B,WPR18LA113,20180327X91612,Airplane,Turbo Prop,1.0,1.0,0.0,0.0,0.0,2018-03-27,2018,Aerial Application,VMC,Substantial,,5,0.2,80.0
Globe,Gc 1B,GAA18CA183,20180327X95733,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2018-03-27,2018,Personal,VMC,Substantial,,4,0.0,100.0
Boeing,767,DCA18WA156,20180423X51112,Airplane,,,0.0,0.0,0.0,0.0,2018-03-27,2018,,,,,39,0.0,100.0
Stanley,Lancair,ERA18LA117,20180328X04527,Airplane,Reciprocating,1.0,0.0,0.0,0.0,3.0,2018-03-28,2018,Personal,VMC,Substantial,,1,0.0,100.0
Ultramagic Sa,N 300,GAA18CA185,20180328X44355,Balloon,None,0.0,0.0,0.0,0.0,13.0,2018-03-28,2018,Business,VMC,Destroyed,,1,0.0,100.0
Cessna,R182,ERA18FA118,20180330X30423,Airplane,Reciprocating,1.0,1.0,0.0,0.0,0.0,2018-03-28,2018,Personal,VMC,Destroyed,,31,0.03225806451612903,96.7741935483871
Terry G. Olson,Kitfox S7 Super Spor,GAA18CA186,20180329X20254,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2018-03-29,2018,Personal,VMC,Substantial,,1,0.0,100.0
Beech,99,GAA18CA187,20180329X95659,Airplane,Turbo Prop,2.0,0.0,0.0,0.0,8.0,2018-03-29,2018,,IMC,Substantial,,6,0.0,100.0
Boeing,747,ENG18WA021,20180403X83025,Airplane,Turbo Fan,4.0,0.0,0.0,0.0,5.0,2018-03-29,2018,,,,,43,0.0,100.0
Cessna,172,GAA18CA199,20180404X24706,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2018-03-29,2018,Instructional,VMC,Substantial,,625,0.0,100.0
Boeing,757,DCA18WA124,20180411X35548,Airplane,,,0.0,0.0,0.0,2.0,2018-03-29,2018,,,,,33,0.0,100.0
Diamond Aircraft Ind Inc,Da 40,GAA18CA189,20180330X34903,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2018-03-30,2018,Instructional,VMC,Substantial,,15,0.0,100.0
Piper,Pa18,GAA18CA191,20180330X51628,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2018-03-30,2018,Personal,VMC,Substantial,,82,0.0,100.0
Piper,J3C,GAA18CA188,20180330X63516,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2018-03-30,2018,Personal,VMC,Substantial,,29,0.0,100.0
Cessna,180,GAA18CA190,20180330X95108,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2018-03-30,2018,Personal,VMC,Substantial,,135,0.0,100.0
Cessna,182,GAA18CA202,20180405X31138,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2018-03-30,2018,Personal,VMC,Substantial,,232,0.0,100.0
Cessna,180,CEN18LA131,20180331X05529,Airplane,Reciprocating,1.0,0.0,1.0,0.0,1.0,2018-03-31,2018,Personal,VMC,Substantial,,135,0.0,100.0
Ames Angier M,Lnc2,ERA18LA119,20180331X11926,Airplane,Reciprocating,1.0,2.0,0.0,0.0,0.0,2018-03-31,2018,Personal,VMC,Substantial,,1,2.0,-100.0
Cub Crafters,Cc18-180,GAA18CA192,20180331X52951,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2018-03-31,2018,Instructional,VMC,Substantial,,2,0.0,100.0
Ragle,Rv6A,WPR18FA116,20180331X84022,Airplane,Reciprocating,1.0,2.0,0.0,0.0,0.0,2018-03-31,2018,Personal,VMC,Destroyed,,1,2.0,-100.0
Robin,Dr-400,CEN18WA380,20180917X25147,Airplane,,,0.0,0.0,0.0,2.0,2018-03-31,2018,Instructional,,Substantial,,1,0.0,100.0
Piper,Pa28,GAA18CA193,20180401X75919,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2018-04-01,2018,Instructional,VMC,Substantial,,256,0.0,100.0
Cub Crafters Inc,Cc19,GAA18CA196,20180402X73754,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2018-04-01,2018,Instructional,VMC,Substantial,,3,0.0,100.0
Robinson,R44,ERA18WA123,20180410X73226,Helicopter,,,4.0,0.0,0.0,0.0,2018-04-01,2018,,,Substantial,,167,0.023952095808383235,97.60479041916167
Cessna,150,CEN18FA132,20180403X00427,Airplane,Reciprocating,1.0,2.0,0.0,0.0,5.0,2018-04-02,2018,Personal,VMC,Destroyed,,140,0.014285714285714285,98.57142857142858
Cessna,210,CEN18FA266,20180409X94952,Airplane,Reciprocating,1.0,1.0,0.0,0.0,0.0,2018-04-02,2018,Personal,VMC,Substantial,,70,0.014285714285714285,98.57142857142858
Beech Aircraft Corporation,58,WPR18WA117,20180405X63142,Airplane,,,0.0,0.0,0.0,1.0,2018-04-03,2018,,,Minor,,1,0.0,100.0
Piper,Pa28R,ERA18FA120,20180404X13226,Airplane,Reciprocating,1.0,2.0,0.0,0.0,0.0,2018-04-04,2018,Instructional,VMC,Destroyed,,62,0.03225806451612903,96.7741935483871
Diamond Aircraft Ind Inc,Da 42 Ng,WPR18LA118,20180409X43710,Airplane,Reciprocating,2.0,0.0,0.0,0.0,4.0,2018-04-04,2018,Instructional,VMC,Substantial,,1,0.0,100.0
Cessna,172,GAA18CA201,20180405X54708,Airplane,Reciprocating,1.0,0.0,2.0,0.0,0.0,2018-04-05,2018,Instructional,VMC,Substantial,,625,0.0,100.0
Bell,47G,CEN18WA136,20180405X83244,Helicopter,Reciprocating,,2.0,0.0,0.0,0.0,2018-04-05,2018,Instructional,VMC,Destroyed,,24,0.08333333333333333,91.66666666666666
Quicksilver,Gt 400,CEN18LA137,20180406X11309,Airplane,Reciprocating,1.0,0.0,0.0,1.0,0.0,2018-04-05,2018,Personal,VMC,Substantial,,1,0.0,100.0
Luscombe,8,GAA18CA205,20180409X53403,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2018-04-05,2018,Personal,VMC,Substantial,,41,0.0,100.0
Boeing,737,DCA18WA137,20180416X00634,Airplane,,,0.0,0.0,0.0,0.0,2018-04-05,2018,,,,,395,0.0,100.0
Cessna,525,CEN18WA184,20180521X04210,Airplane,,,0.0,0.0,0.0,6.0,2018-04-05,2018,,,Substantial,,25,0.0,100.0
Rotorway,Exec,CEN18WA402,20181126X32626,Helicopter,Reciprocating,1.0,1.0,0.0,0.0,0.0,2018-04-05,2018,,,Destroyed,,6,0.16666666666666666,83.33333333333334
Sasser Allen L,Searey,GAA18CA212,20180406X32854,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2018-04-06,2018,Personal,VMC,Substantial,,1,0.0,100.0
Carr B L,Rv 4,GAA18CA203,20180406X70836,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2018-04-06,2018,Personal,VMC,Substantial,,1,0.0,100.0
Boeing,737,DCA18WA130,20180412X60328,Airplane,,,0.0,0.0,0.0,173.0,2018-04-06,2018,,,,,395,0.0,100.0
Mooney,M20J,ANC18FA028,20180407X35303,Airplane,Reciprocating,1.0,1.0,0.0,0.0,0.0,2018-04-07,2018,Personal,IMC,Destroyed,,65,0.015384615384615385,98.46153846153847
Cirrus,Sr22,ERA18LA124,20180408X74908,Airplane,Reciprocating,1.0,0.0,0.0,0.0,3.0,2018-04-08,2018,Personal,IMC,Substantial,,80,0.0,100.0
Md Helicopter,600,ERA18FA122,20180408X85603,Helicopter,Turbo Shaft,1.0,2.0,0.0,1.0,0.0,2018-04-08,2018,Other Work Use,VMC,Destroyed,,5,0.4,60.0
Piper Aircraft Inc,Pa 28,GAA18CA208,20180410X75856,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2018-04-08,2018,Instructional,VMC,Substantial,,1,0.0,100.0
Piper,Pa34-200T,ERA18WA131,20180418X13702,Airplane,,,0.0,0.0,0.0,0.0,2018-04-08,2018,,,Destroyed,,1,0.0,100.0
Cessna,170,GAA18CA214,20180409X50153,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2018-04-09,2018,Instructional,VMC,Destroyed,,63,0.0,100.0
Boeing,737,DCA18WA123,20180410X63031,Airplane,,,0.0,0.0,0.0,0.0,2018-04-09,2018,,,Substantial,,395,0.0,100.0
Cessna Ector,305A,GAA18CA209,20180410X72014,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2018-04-09,2018,Instructional,VMC,Substantial,,3,0.0,100.0
Embraer,Emb110,DCA18WA138,20180416X11521,Airplane,,,0.0,0.0,0.0,168.0,2018-04-09,2018,,,,,1,0.0,100.0
Piper,Pa 24-260,WPR18FA119,20180410X32846,Airplane,Reciprocating,1.0,6.0,0.0,0.0,0.0,2018-04-10,2018,Personal,VMC,Destroyed,,4,1.5,-50.0
Bice David E,Bearhawk,GAA18CA206,20180410X65647,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2018-04-10,2018,Personal,VMC,Substantial,,1,0.0,100.0
Piper,Pa34,GAA18CA207,20180410X75039,Airplane,Reciprocating,2.0,0.0,0.0,0.0,2.0,2018-04-10,2018,Instructional,VMC,Substantial,,46,0.0,100.0
Beech,58,ERA18WA130,20180416X54123,Airplane,,,4.0,0.0,0.0,0.0,2018-04-10,2018,,,Destroyed,,50,0.08,92.0
Airbus,A319 115,DCA18WA153,20180423X40746,Airplane,,2.0,0.0,0.0,0.0,38.0,2018-04-10,2018,,,,,4,0.0,100.0
Boeing,737,DCA18WA157,20180423X65211,Airplane,,,0.0,0.0,0.0,6.0,2018-04-11,2018,,,Minor,,395,0.0,100.0
Cessna,208B,ANC18LA031,20180411X94535,Airplane,Turbo Prop,1.0,0.0,1.0,0.0,0.0,2018-04-11,2018,,Unk,Substantial,,48,0.0,100.0
Robinson Helicopter,R22,GAA18CA210,20180412X25950,Helicopter,Reciprocating,1.0,0.0,0.0,0.0,2.0,2018-04-11,2018,Instructional,VMC,Substantial,,21,0.0,100.0
Embraer S A,Erj170-200Lr,DCA18WA154,20180423X41903,Airplane,,,0.0,0.0,0.0,0.0,2018-04-11,2018,,,Minor,,4,0.0,100.0
Bell,206,ERA18WA132,20180423X81729,Helicopter,,,0.0,0.0,0.0,1.0,2018-04-11,2018,,,Substantial,,118,0.0,100.0
Cessna,A185,GAA18CA211,20180412X45048,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2018-04-12,2018,Personal,VMC,Substantial,,65,0.0,100.0
Piper,Pa 24,CEN18LA138,20180413X00531,Airplane,Reciprocating,1.0,0.0,2.0,0.0,0.0,2018-04-12,2018,Instructional,VMC,Substantial,,8,0.0,100.0
Boeing,737,DCA18WA151,20180423X34356,Airplane,,,0.0,0.0,0.0,48.0,2018-04-12,2018,,,,,395,0.0,100.0
Airbus,A320,DCA18WA308,20181017X54211,Airplane,,,0.0,0.0,0.0,0.0,2018-04-12,2018,,,Minor,,70,0.0,100.0
Hawley Richard,A1B,GAA18CA213,20180413X43308,Gyrocraft,Reciprocating,1.0,0.0,1.0,0.0,0.0,2018-04-13,2018,Personal,VMC,Substantial,,1,0.0,100.0
Textron Aviation Inc,G58,GAA18CA226,20180414X54455,Airplane,Reciprocating,2.0,0.0,0.0,0.0,1.0,2018-04-13,2018,Personal,VMC,Substantial,,1,0.0,100.0
Page Russell L,Long Ez,GAA18CA215,20180416X10153,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2018-04-13,2018,Personal,VMC,Substantial,,1,0.0,100.0
Zenith,Stol Ch750,WPR18LA120,20180416X05335,Airplane,Reciprocating,1.0,0.0,1.0,0.0,0.0,2018-04-14,2018,Personal,VMC,Substantial,,1,0.0,100.0
Airbus,A320,DCA18WA140,20180416X23516,Airplane,,,0.0,0.0,0.0,0.0,2018-04-14,2018,,,Minor,,70,0.0,100.0
S.Z.D.,Szd 48 Jantar Std 2,ERA18FA128,20180416X80005,Glider,,,1.0,0.0,0.0,0.0,2018-04-14,2018,Personal,VMC,Substantial,,1,1.0,0.0
Smith Dennis P,Magni M24,GAA18CA217,20180417X64755,Gyrocraft,Reciprocating,1.0,0.0,0.0,0.0,1.0,2018-04-14,2018,Personal,VMC,Substantial,,1,0.0,100.0
Airbus,A330,ENG18WA025,20180508X94008,Airplane,,,0.0,0.0,0.0,0.0,2018-04-14,2018,,,,,24,0.0,100.0
Wittman,W10,CEN18FA139,20180415X55430,Airplane,Reciprocating,1.0,1.0,0.0,0.0,0.0,2018-04-15,2018,Personal,VMC,Destroyed,,1,1.0,0.0
Cessna,T210N,CEN18LA142,20180416X01247,Airplane,Reciprocating,1.0,0.0,1.0,0.0,2.0,2018-04-15,2018,Personal,VMC,Substantial,,19,0.0,100.0
Airborne Windsports Pty Ltd,Xt-912-L,WPR18LA121,20180416X05200,Weight-Shift,Reciprocating,1.0,0.0,1.0,0.0,0.0,2018-04-15,2018,Personal,VMC,Substantial,,1,0.0,100.0
Piper,Pa 28-161,GAA18CA218,20180416X32016,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2018-04-15,2018,Personal,VMC,Substantial,,13,0.0,100.0
Cirrus,Sr20,CEN18WA141,20180416X94735,Airplane,,,2.0,0.0,0.0,0.0,2018-04-15,2018,,,Destroyed,,19,0.10526315789473684,89.47368421052632
Bell,206L-4,ERA18WA133,20180423X81347,Helicopter,,,0.0,2.0,0.0,0.0,2018-04-15,2018,,,Substantial,,1,0.0,100.0
Beech,G33,CEN18FA143,20180416X11351,Airplane,,,2.0,0.0,0.0,0.0,2018-04-16,2018,Personal,VMC,Substantial,,1,2.0,-100.0
Bordiuk,Challenger Ii,CEN18FA140,20180416X41835,Airplane,Reciprocating,1.0,2.0,0.0,0.0,0.0,2018-04-16,2018,Instructional,VMC,Substantial,,1,2.0,-100.0
Cessna,525,ERA18FA127,20180416X75158,Airplane,Turbo Jet,2.0,1.0,0.0,0.0,0.0,2018-04-16,2018,Personal,IMC,Destroyed,,25,0.04,96.0
Mooney,M20R,GAA18CA224,20180417X30712,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2018-04-16,2018,Personal,VMC,Substantial,,9,0.0,100.0
Boeing,737 7H4,DCA18MA142,20180417X23642,Airplane,Turbo Fan,2.0,1.0,125.0,8.0,6.0,2018-04-17,2018,,VMC,Substantial,,15,0.06666666666666667,93.33333333333333
Stone James R,Daytona Cubs Replica,GAA18CA219,20180417X24431,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2018-04-17,2018,Personal,VMC,Substantial,,1,0.0,100.0
Costruzioni Aeronautiche Tecna,P92 Eaglet,GAA18CA228,20180417X24736,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2018-04-17,2018,Instructional,VMC,Substantial,,6,0.0,100.0
Beech,95 B55,GAA18CA251,20180417X92353,Airplane,Reciprocating,2.0,0.0,0.0,0.0,1.0,2018-04-17,2018,Personal,VMC,Substantial,,3,0.0,100.0
Garlick,Uh1H,WPR18WA134,20180507X13800,Helicopter,,,0.0,0.0,1.0,0.0,2018-04-17,2018,,,Destroyed,,5,0.0,100.0
Bell Helicopter,407,ERA18WA173,20180621X91915,Helicopter,Turbo Shaft,1.0,0.0,0.0,0.0,4.0,2018-04-17,2018,Public Aircraft,,Substantial,,3,0.0,100.0
Wilhelm,Puslar,WPR18TA122,20180418X54541,Airplane,Reciprocating,1.0,0.0,1.0,0.0,0.0,2018-04-18,2018,Personal,VMC,Substantial,,1,0.0,100.0
Ayres Corporation,S2R,GAA18CA245,20180419X33740,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2018-04-18,2018,Aerial Application,VMC,Substantial,,2,0.0,100.0
Airbus,A330 323,DCA18LA163,20180419X80338,Airplane,Turbo Fan,2.0,0.0,0.0,0.0,288.0,2018-04-18,2018,,,Substantial,,3,0.0,100.0
Boeing,737 500,DCA18WA149,20180423X20443,Airplane,,2.0,0.0,0.0,0.0,46.0,2018-04-18,2018,,,,,1,0.0,100.0
Boeing,737,DCA18WA155,20180423X42758,Airplane,,,0.0,0.0,0.0,115.0,2018-04-18,2018,,,,,395,0.0,100.0
Robinson Helicopter,R44,GAA18CA247,20180424X83850,Helicopter,Reciprocating,1.0,0.0,0.0,0.0,2.0,2018-04-18,2018,Aerial Observation,VMC,Substantial,,60,0.0,100.0
Cirrus Design Corp,Sr22,CEN18FA144,20180419X05335,Airplane,Reciprocating,1.0,2.0,0.0,0.0,0.0,2018-04-19,2018,Personal,IMC,Destroyed,,102,0.0196078431372549,98.0392156862745
Cessna Aircraft Company,Cessna 152,CEN18WA145,20180419X12715,Airplane,Reciprocating,1.0,2.0,0.0,0.0,0.0,2018-04-19,2018,,,Substantial,,1,2.0,-100.0
Piper,Pa 22,GAA18CA220,20180419X34039,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2018-04-19,2018,Personal,VMC,Substantial,,13,0.0,100.0
Mooney,M20F,GAA18CA233,20180420X04415,Airplane,Reciprocating,1.0,0.0,0.0,0.0,4.0,2018-04-19,2018,Ferry,VMC,Substantial,,19,0.0,100.0
Mcdonnell Douglas,Dc 9 83(Md-83),DCA18FA144,20180420X04304,Airplane,Turbo Fan,2.0,0.0,0.0,0.0,101.0,2018-04-20,2018,,VMC,Substantial,,3,0.0,100.0
Stanley Ernie Sigurd,Kolb Mark,ERA18LA134,20180423X40437,Airplane,Reciprocating,,1.0,0.0,0.0,0.0,2018-04-20,2018,Personal,VMC,Destroyed,,1,1.0,0.0
Robinson Helicopter Company,R44,ANC18LA032,20180423X85752,Helicopter,Reciprocating,1.0,0.0,0.0,0.0,1.0,2018-04-20,2018,Personal,VMC,Substantial,,14,0.0,100.0
Piper,Pa 34-220T,WPR18LA124,20180424X85612,Airplane,Reciprocating,2.0,0.0,0.0,0.0,4.0,2018-04-20,2018,Personal,VMC,Substantial,,5,0.0,100.0
Cessna,172,GAA18CA232,20180425X01552,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2018-04-20,2018,Instructional,VMC,Substantial,,625,0.0,100.0
Cessna,120,GAA18CA221,20180422X01419,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2018-04-21,2018,Personal,VMC,Substantial,,36,0.0,100.0
Republic,Rc 3,GAA18CA225,20180423X45615,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2018-04-21,2018,Personal,VMC,Substantial,,2,0.0,100.0
Eipper,Quicksilver,GAA18CA411,20180502X62931,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2018-04-21,2018,Personal,VMC,Substantial,,5,0.0,100.0
Piper,Pa28,ERA18WA274,20200821X02712,Airplane,,,2.0,0.0,0.0,0.0,2018-04-21,2018,,,Substantial,,256,0.0078125,99.21875
Cessna,172,CEN18WA161,20180507X05513,Airplane,,,0.0,0.0,0.0,1.0,2018-04-22,2018,Instructional,VMC,Substantial,,625,0.0,100.0
Piper,Pa 25-235,GAA18CA222,20180423X02255,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2018-04-22,2018,Glider Tow,VMC,Substantial,,13,0.0,100.0
Ken Olson,Scamp,GAA18CA223,20180423X24908,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2018-04-22,2018,Personal,VMC,Substantial,,1,0.0,100.0
Irvin Stephen D,Rutan Long E Z,GAA18CA227,20180424X14101,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2018-04-22,2018,Personal,VMC,Substantial,,1,0.0,100.0
Cessna Aircraft Co,162,GAA18CA231,20180425X93846,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2018-04-22,2018,Personal,VMC,Substantial,,13,0.0,100.0
Bellanca,7Gcbc,WPR18LA125,20180425X95931,Airplane,Reciprocating,1.0,0.0,0.0,1.0,0.0,2018-04-23,2018,Personal,VMC,Substantial,,28,0.0,100.0
Piper,Pa28R,GAA18CA589,20190729X04852,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2018-04-23,2018,Instructional,VMC,Substantial,,62,0.0,100.0
Brown Joseph,Sportsman Gs-2,GAA18CA240,20180424X11751,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2018-04-24,2018,Ferry,VMC,Substantial,,1,0.0,100.0
Cessna,T303,CEN18LA146,20180424X33220,Airplane,Reciprocating,2.0,0.0,3.0,0.0,1.0,2018-04-24,2018,,IMC,Substantial,,8,0.0,100.0
Maule,M 5-235C,CEN18LA148,20180424X72817,Airplane,Reciprocating,1.0,0.0,0.0,1.0,0.0,2018-04-24,2018,Personal,VMC,Substantial,,2,0.0,100.0
Heard Alan E,Mosquito Xe,ERA18LA135,20180425X01358,Helicopter,Reciprocating,1.0,0.0,0.0,1.0,0.0,2018-04-24,2018,Personal,VMC,Destroyed,,1,0.0,100.0
Piper,Pa28,GAA18CA234,20180424X24445,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2018-04-25,2018,Instructional,VMC,Substantial,,256,0.0,100.0
North American,Snj 5,CEN18FA147,20180425X44849,Airplane,Reciprocating,1.0,2.0,0.0,0.0,0.0,2018-04-25,2018,Personal,VMC,Destroyed,,1,2.0,-100.0
North Wing Uum Inc,Sport X2-N,ANC18LA033,20180425X62048,Weight-Shift,Reciprocating,1.0,0.0,0.0,1.0,0.0,2018-04-25,2018,Personal,VMC,Substantial,,2,0.0,100.0
Cessna,152,CEN18LA151,20180426X60041,Airplane,Reciprocating,1.0,0.0,1.0,0.0,0.0,2018-04-25,2018,Personal,VMC,Substantial,,166,0.0,100.0
Wells Elgin M,Starjammer,WPR18WA126,20180426X71714,Airplane,,,1.0,0.0,0.0,0.0,2018-04-25,2018,,,Substantial,,1,1.0,0.0
Yakovlev,Yak 52,WPR18LA127,20180426X13920,Airplane,Reciprocating,1.0,0.0,0.0,2.0,0.0,2018-04-26,2018,Positioning,VMC,Substantial,,8,0.0,100.0
Cessna,402,ERA18LA136,20180426X15659,Airplane,Reciprocating,2.0,0.0,0.0,0.0,3.0,2018-04-26,2018,Personal,VMC,Substantial,,16,0.0,100.0
Gulfstream Am Corp Comm Div,695A,WPR18LA129,20180427X31921,Airplane,Turbo Prop,2.0,0.0,0.0,0.0,2.0,2018-04-26,2018,Business,VMC,Substantial,,1,0.0,100.0
Grumman,G 164A,CEN18LA152,20180427X05217,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2018-04-27,2018,Aerial Application,VMC,Substantial,,2,0.0,100.0
Wolfe,Kitfox V,CEN18LA150,20180427X53009,Airplane,Reciprocating,1.0,2.0,0.0,0.0,0.0,2018-04-27,2018,Personal,VMC,Destroyed,,1,2.0,-100.0
Eurocopter,As 350 B2,CEN18FA149,20180427X55413,Helicopter,Turbo Shaft,1.0,3.0,0.0,0.0,0.0,2018-04-27,2018,Positioning,VMC,Destroyed,,11,0.2727272727272727,72.72727272727273
L-Bird Llc,Ccx-2000,GAA18CA236,20180427X91412,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2018-04-27,2018,Other Work Use,VMC,Substantial,,2,0.0,100.0
Stinson,108,GAA18CA237,20180427X95059,Airplane,Reciprocating,1.0,0.0,1.0,0.0,0.0,2018-04-27,2018,Personal,VMC,Substantial,,43,0.0,100.0
Beech,76,GAA18CA239,20180430X12116,Airplane,Reciprocating,2.0,0.0,0.0,0.0,2.0,2018-04-27,2018,Instructional,VMC,Substantial,,18,0.0,100.0
Stinson,108,GAA18CA238,20180427X32752,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2018-04-28,2018,Personal,VMC,Substantial,,43,0.0,100.0
Piper,Pa28R,ERA18FA137,20180428X83650,Airplane,Reciprocating,1.0,1.0,0.0,2.0,0.0,2018-04-28,2018,Instructional,VMC,Substantial,,62,0.016129032258064516,98.38709677419355
Aeronca,65 Lb,GAA18CA241,20180428X85447,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2018-04-28,2018,Instructional,VMC,Substantial,,1,0.0,100.0
Cessna,182F,WPR18LA136,20180429X01450,Airplane,Reciprocating,1.0,0.0,1.0,0.0,2.0,2018-04-28,2018,Personal,VMC,Substantial,,7,0.0,100.0
Luscombe,8,GAA18CA244,20180430X13049,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2018-04-28,2018,Personal,VMC,Substantial,,41,0.0,100.0
Cessna,172,CEN18WA153,20180501X80028,Airplane,,,2.0,0.0,0.0,0.0,2018-04-28,2018,,VMC,,,625,0.0032,99.68
Boeing,737,DCA18WA161,20180501X82728,Airplane,,2.0,0.0,0.0,0.0,0.0,2018-04-28,2018,,,,,395,0.0,100.0
Dassault-Breguet,Falcon 900,CEN18WA155,20180502X95830,Airplane,,,0.0,0.0,0.0,4.0,2018-04-28,2018,,,,,1,0.0,100.0
Beech,58,CEN18WA401,20190204X63753,Airplane,Reciprocating,,0.0,0.0,0.0,1.0,2018-04-28,2018,Personal,,Substantial,,50,0.0,100.0
Grumman Acft Eng Cor-Schweizer,G 164C,WPR18LA128,20180429X05354,Airplane,Turbo Prop,1.0,0.0,0.0,0.0,1.0,2018-04-29,2018,Other Work Use,VMC,Substantial,,1,0.0,100.0
Seno Louis C Sr,Kis,GAA18CA242,20180430X21704,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2018-04-29,2018,Personal,VMC,Substantial,,1,0.0,100.0
Hughes,369,GAA18CA249,20180430X30445,Helicopter,Turbo Shaft,1.0,0.0,0.0,0.0,2.0,2018-04-29,2018,Business,VMC,Substantial,,32,0.0,100.0
Boeing,737,DCA18WA160,20180501X75143,Airplane,,,0.0,0.0,0.0,0.0,2018-04-29,2018,,,Minor,,395,0.0,100.0
Cessna,182,GAA18CA246,20180501X83052,Airplane,Reciprocating,1.0,0.0,0.0,0.0,4.0,2018-04-29,2018,Personal,VMC,Substantial,,232,0.0,100.0
Amateur Construction,Vari Eze,CEN18WA154,20180502X84355,Airplane,,1.0,2.0,0.0,0.0,0.0,2018-04-29,2018,,,Destroyed,,1,2.0,-100.0
Taylorcraft,Bc12,WPR18WA138,20180510X23813,Airplane,,,2.0,0.0,0.0,0.0,2018-04-29,2018,,,Substantial,,10,0.2,80.0
Robinson Helicopter Company,R44 Ii,WPR18LA133,20180430X05547,Helicopter,Reciprocating,1.0,0.0,0.0,0.0,4.0,2018-04-30,2018,Business,VMC,Substantial,,117,0.0,100.0
Cessna,310,GAA18CA243,20180430X50128,Airplane,Reciprocating,2.0,0.0,0.0,0.0,2.0,2018-04-30,2018,Personal,VMC,Substantial,,24,0.0,100.0
Beech,95B55,GAA18CA252,20180503X30031,Airplane,Reciprocating,2.0,0.0,0.0,0.0,1.0,2018-04-30,2018,Personal,VMC,Substantial,,12,0.0,100.0
Boeing,737,DCA18WA179,20180509X10112,Airplane,,,0.0,0.0,0.0,0.0,2018-04-30,2018,,,Substantial,,395,0.0,100.0
Beech,1900C,CEN18LA164,20180509X25604,Airplane,Turbo Prop,2.0,0.0,0.0,0.0,1.0,2018-04-30,2018,,VMC,Substantial,,6,0.0,100.0
